Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,40260,2,20130.0,20130.0,17250,23010,4072.9,_compute_meaninertia_af08211b_cuda_kernel_forward
0.0,39845,1,39845.0,39845.0,39845,39845,0.0,update_joint_transforms_kernel_573b834d_cuda_kernel_forward
0.0,39076,4,9769.0,12049.0,1633,13345,5498.8,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,38947,2,19473.5,19473.5,13665,25282,8214.5,_compute_eq_data0_d31148f7_cuda_kernel_forward
0.0,37444,2,18722.0,18722.0,18146,19298,814.6,reset_wrench_composer_index_4b6bf2f5_cuda_kernel_forward
0.0,37412,2,18706.0,18706.0,3328,34084,21747.8,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)1>>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>)::[lambda(char *, const char *, long long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long long, T3)"
0.0,37347,3,12449.0,11425.0,11361,14561,1829.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,36676,4,9169.0,9105.0,8993,9473,219.4,repeat_array_kernel_663a0482_cuda_kernel_forward
0.0,35395,5,7079.0,6977.0,6945,7296,158.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
0.0,35331,1,35331.0,35331.0,35331,35331,0.0,update_solver_options_kernel_1d0ead13_cuda_kernel_forward
0.0,35171,3,11723.7,11873.0,10817,12481,842.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,33284,2,16642.0,16642.0,16066,17218,814.6,compute_bvh_group_roots_a4d4455c_cuda_kernel_forward
0.0,31939,1,31939.0,31939.0,31939,31939,0.0,_set_body_inertial_properties_kernel_81b04ed7_cuda_kernel_forward
0.0,31779,2,15889.5,15889.5,15202,16577,972.3,write_joint_vel_user_to_backend_with_indices_4fbc79b2_cuda_kernel_forward
0.0,31684,2,15842.0,15842.0,13602,18082,3167.8,_compute_dof_M0_eaae0df3_cuda_kernel_forward
0.0,31523,2,15761.5,15761.5,13441,18082,3281.7,_coupling_eval_body_gravity_acceleration_kernel_4a44716e_cuda_kernel_forward
0.0,31011,2,15505.5,15505.5,8865,22146,9391.1,_mark_visible_shape_contact_pairs_kernel_db196401_cuda_kernel_forward
0.0,30755,1,30755.0,30755.0,30755,30755,0.0,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,30596,1,30596.0,30596.0,30596,30596,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>)::[lambda(char *, const char *, long long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long long, T3)"
0.0,30339,4,7584.8,7456.5,7041,8385,568.3,repeat_array_kernel_e7399df6_cuda_kernel_forward
0.0,30147,2,15073.5,15073.5,12545,17602,3575.8,_finalize_body_invweight0_64175ec4_cuda_kernel_forward
0.0,30083,2,15041.5,15041.5,9601,20482,7694.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceScanKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::scan::policy_hub<int, int, int, unsigned int, cuda::std::__4::plus<void>>::Policy1000, <unnamed>::cub_strided_iterator<const int>, <unnamed>::cub_strided_iterator<int>, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::ScanTileState<int, (bool)1>, cuda::std::__4::plus<void>, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::InputValue<int, int *>, unsigned int, int, (bool)0>(T2, T3, T4, int, T5, T6, T7)"
0.0,28673,13,2205.6,1504.0,1504,10241,2414.8,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long long>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,27586,13,2122.0,1312.0,1248,11905,2939.7,fused_clamp_div
0.0,27524,2,13762.0,13762.0,12226,15298,2172.2,_finalize_dof_invweight0_966ce0d5_cuda_kernel_forward
0.0,26628,12,2219.0,2208.0,2145,2369,53.5,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,26435,24,1101.5,1104.5,1056,1152,24.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,24356,24,1014.8,1008.5,960,1089,36.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,24291,2,12145.5,12145.5,11937,12354,294.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::clamp_kernel_impl(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,24098,1,24098.0,24098.0,24098,24098,0.0,sync_site_xposes_kernel_bed18226_cuda_kernel_forward
0.0,22915,21,1091.2,1088.0,1056,1121,20.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
0.0,22818,1,22818.0,22818.0,22818,22818,0.0,update_body_mass_ipos_kernel_e3c0d226_cuda_kernel_forward
0.0,22434,1,22434.0,22434.0,22434,22434,0.0,update_site_properties_kernel_3f0e8b9f_cuda_kernel_forward
0.0,22146,2,11073.0,11073.0,9601,12545,2081.7,update_model_properties_kernel_aed64d5b_cuda_kernel_forward
0.0,21700,12,1808.3,1792.5,1729,1952,55.3,compose_target_world_kernel_94db47ab_cuda_kernel_forward
0.0,21635,13,1664.2,1057.0,1056,8737,2125.2,fused_neg_cat
0.0,20930,1,20930.0,20930.0,20930,20930,0.0,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,19714,12,1642.8,1632.0,1600,1729,41.9,copy_from_newton_kernel_f6f37562_cuda_kernel_forward
0.0,19298,1,19298.0,19298.0,19298,19298,0.0,repeat_array_kernel_bc1bc19f_cuda_kernel_forward
0.0,18754,2,9377.0,9377.0,8001,10753,1946.0,_copy_qpos0_to_qpos_32739b15_cuda_kernel_forward
0.0,18722,1,18722.0,18722.0,18722,18722,0.0,update_mocap_transforms_kernel_2b59d8c7_cuda_kernel_forward
0.0,18627,1,18627.0,18627.0,18627,18627,0.0,_zero_body_inverse_dynamics_kernel_3d4a3f89_cuda_kernel_forward
0.0,17186,1,17186.0,17186.0,17186,17186,0.0,update_mimic_eq_data_and_active_kernel_827106ee_cuda_kernel_forward
0.0,16962,12,1413.5,1408.0,1376,1504,38.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctorOnSelf_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,16898,1,16898.0,16898.0,16898,16898,0.0,update_body_properties_kernel_0a57e982_cuda_kernel_forward
0.0,16162,1,16162.0,16162.0,16162,16162,0.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,15744,12,1312.0,1312.0,1280,1408,40.9,update_outdated_envs_kernel_937ac92b_cuda_kernel_forward
0.0,14402,2,7201.0,7201.0,4481,9921,3846.7,_compact_visible_shape_contact_pairs_kernel_14d52788_cuda_kernel_forward
0.0,13920,12,1160.0,1152.0,1120,1248,43.4,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<long long>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(long long) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,13825,7,1975.0,1056.0,896,7776,2559.4,"void memtile_value_kernel<long long>(T1 *, T1, unsigned long long)"
0.0,12961,6,2160.2,960.5,928,7680,2712.2,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long long>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
0.0,12738,1,12738.0,12738.0,12738,12738,0.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,11393,11,1035.7,1024.0,1024,1088,25.8,fused_add_mul_sub_mul_mul_add
0.0,11169,2,5584.5,5584.5,1248,9921,6132.7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::FillFunctor<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,11041,2,5520.5,5520.5,1472,9569,5725.4,_clear_shape_collision_flags_kernel_43c60105_cuda_kernel_forward
0.0,10689,1,10689.0,10689.0,10689,10689,0.0,update_shape_mappings_kernel_8592a150_cuda_kernel_forward
0.0,10625,1,10625.0,10625.0,10625,10625,0.0,reset_envs_kernel_b0e3ad58_cuda_kernel_forward
0.0,10081,1,10081.0,10081.0,10081,10081,0.0,repeat_array_kernel_e4615b4a_cuda_kernel_forward
0.0,9505,1,9505.0,9505.0,9505,9505,0.0,_remap_reference_kernel_4387e606_cuda_kernel_forward
0.0,9377,1,9377.0,9377.0,9377,9377,0.0,sync_worldbody_geom_xposes_kernel_b800af83_cuda_kernel_forward
0.0,8736,2,4368.0,4368.0,2912,5824,2059.1,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceScanInitKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::ScanTileState<int, (bool)1>>(T1, int)"
0.0,8161,1,8161.0,8161.0,8161,8161,0.0,_init_subtreemass_a34720d1_cuda_kernel_forward
0.0,8032,1,8032.0,8032.0,8032,8032,0.0,_mark_body_flag_kernel_1194d90b_cuda_kernel_forward
0.0,7841,1,7841.0,7841.0,7841,7841,0.0,_replace_joint_type_kernel_4b8b8e57_cuda_kernel_forward
0.0,7425,1,7425.0,7425.0,7425,7425,0.0,validate_and_correct_inertia_kernel_7044ee8d_cuda_kernel_forward
0.0,7136,1,7136.0,7136.0,7136,7136,0.0,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,7073,1,7073.0,7073.0,7073,7073,0.0,_disable_joints_kernel_eb426f0b_cuda_kernel_forward
0.0,6048,2,3024.0,3024.0,2976,3072,67.9,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_fill_internal_kernel<at::native::OpaqueType<(int)8>, long long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, at::native::OpaqueType<(int)8>, long long, long long, long long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,5761,1,5761.0,5761.0,5761,5761,0.0,compute_shape_world_transforms_47e17149_cuda_kernel_forward
0.0,5345,1,5345.0,5345.0,5345,5345,0.0,compute_shape_bvh_bounds_14f038b0_cuda_kernel_forward
0.0,4800,1,4800.0,4800.0,4800,4800,0.0,"array_copy_2d_kernel(void *, const void *, wp::vec_t<(unsigned int)2, unsigned long long>, wp::vec_t<(unsigned int)2, unsigned long long>, wp::vec_t<(unsigned int)2, const int *>, wp::vec_t<(unsigned int)2, const int *>, wp::vec_t<(unsigned int)2, unsigned long long>, unsigned long long)"
0.0,4256,1,4256.0,4256.0,4256,4256,0.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceRadixSortHistogramKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::radix::policy_hub<unsigned long long, SortPayload<(int)4>, unsigned int>::Policy1000, (bool)0, unsigned long long, unsigned int, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::identity_decomposer_t>(T4 *, const T3 *, T4, int, int, T5)"
0.0,4161,1,4161.0,4161.0,4161,4161,0.0,compute_particle_bvh_bounds_af1b7974_cuda_kernel_forward
0.0,3712,1,3712.0,3712.0,3712,3712,0.0,"wp::compute_total_bounds(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *, int)"
0.0,3584,4,896.0,896.0,896,896,0.0,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,3360,1,3360.0,3360.0,3360,3360,0.0,"wp::mark_packed_leaf_nodes(int, const int *, const int *, const int *, const unsigned long long *, wp::BVHPackedNodeHalf *, wp::BVHPackedNodeHalf *, int)"
0.0,3201,1,3201.0,3201.0,3201,3201,0.0,compute_enabled_shapes_70ba08e9_cuda_kernel_forward
0.0,2816,1,2816.0,2816.0,2816,2816,0.0,"wp::build_leaves(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, int, const int *, int *, int *, wp::BVHPackedNodeHalf *, wp::BVHPackedNodeHalf *)"
0.0,2656,2,1328.0,1328.0,1312,1344,22.6,update_default_joint_values_94439699_cuda_kernel_forward
0.0,2593,1,2593.0,2593.0,2593,2593,0.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long long, at::native::ArgMaxOps<long long>, unsigned int, long long, (int)4, (int)4>>(T3)"
0.0,2464,1,2464.0,2464.0,2464,2464,0.0,"void at::native::<unnamed>::write_indices<long long>(long long *, at::native::<unnamed>::TensorDims<T1>, int, T1, long long *, long long)"
0.0,2336,1,2336.0,2336.0,2336,2336,0.0,compute_nodal_state_w_c8daa653_cuda_kernel_forward
0.0,2272,1,2272.0,2272.0,2272,2272,0.0,get_body_com_pose_from_body_link_pose_5940b76d_cuda_kernel_forward
0.0,2016,2,1008.0,1008.0,992,1024,22.6,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,1792,2,896.0,896.0,896,896,0.0,"wp::memset_kernel(int *, int, unsigned long long)"
0.0,1568,1,1568.0,1568.0,1568,1568,0.0,"wp::compute_morton_codes(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, int, const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, int *, unsigned long long *, const int *)"
0.0,1504,1,1504.0,1504.0,1504,1504,0.0,concat_joint_pos_limits_lower_and_upper_47a833bf_cuda_kernel_forward
0.0,1504,1,1504.0,1504.0,1504,1504,0.0,set_model_articulation_mask_per_world_kernel_7b6292eb_cuda_kernel_forward
0.0,1344,1,1344.0,1344.0,1344,1344,0.0,_zero_particle_mass_kernel_f35baa97_cuda_kernel_forward
0.0,1312,1,1312.0,1312.0,1312,1312,0.0,_clear_particle_flag_kernel_cf97181a_cuda_kernel_forward
0.0,1216,1,1216.0,1216.0,1216,1216,0.0,update_soft_joint_pos_limits_ca01ff7f_cuda_kernel_forward
0.0,1185,1,1185.0,1185.0,1185,1185,0.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceRadixSortExclusiveSumKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::radix::policy_hub<unsigned long long, SortPayload<(int)4>, unsigned int>::Policy1000, unsigned int>(T2 *)"
0.0,1184,1,1184.0,1184.0,1184,1184,0.0,set_kinematic_flags_to_one_fd455eb1_cuda_kernel_forward
0.0,1152,1,1152.0,1152.0,1152,1152,0.0,"wp::compute_key_deltas(const unsigned long long *, int *, int)"
0.0,1088,1,1088.0,1088.0,1088,1088,0.0,"wp::compute_total_inv_edges(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *)"
