NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,,,0,92,1521215,16534.9,18082.0,6433,208598,20848.5,_linesearch_iterative_kernel__locals__kernel_a5beb2cb_cuda_kernel_forward
,,,,0,92,634959,6901.7,6560.5,5441,72296,6915.9,_update_gradient_cholesky__locals__kernel_8033196e_cuda_kernel_forward
,,,,0,92,611114,6642.5,7361.0,3648,77704,7695.4,_update_gradient_JTDAJ_dense_tiled__locals__kernel_de7e1632_cuda_kernel_forward
,,,,0,92,503102,5468.5,5088.0,4321,45253,4201.8,_update_constraint_efc__locals__kernel_9c16a648_cuda_kernel_forward
,,,,0,92,396188,4306.4,4032.0,3648,36323,3381.6,_update_gradient_JTCJ_dense_f52c2ac2_cuda_kernel_forward
,,,,0,92,268442,2917.8,2784.0,2368,25603,2399.9,mul_m_kernel__locals___mul_m_ff3bc617_cuda_kernel_forward
,,,,0,92,225232,2448.2,2241.0,2048,19299,1779.5,_solve_done_c8485047_cuda_kernel_forward
,,,,0,92,219803,2389.2,2689.0,1568,17666,1707.9,_update_gradient_grad__locals__kernel_230cc1c2_cuda_kernel_forward
,,,,0,92,199280,2166.1,2016.0,1856,16961,1562.4,_update_constraint_init_qfrc_constraint_dense__locals__kernel_4d31aa3f_cuda_kernel_forward
,,,,0,92,143659,1561.5,1440.0,1408,11553,1054.2,_update_gradient_zero_grad_dot__locals__kernel_c1c72bbd_cuda_kernel_forward
,,,,0,92,126638,1376.5,1296.5,1184,10273,940.4,set_conditional_if_handle_kernel
,,2541164,2538084,0,12,25571,2130.9,1248.0,1216,11714,3018.2,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::uniform_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<float, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::uniform_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long long, at::PhiloxCudaState, T3, T4)"
,,2541164,2538084,0,12,19842,1653.5,1024.0,992,8512,2160.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
,,2541164,2538084,0,12,19331,1610.9,992.5,992,8225,2083.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
CCCL:cub::DeviceReduce::Sum,PushPop,2541164,2538084,42,42,77995,1857.0,1568.0,1248,14050,1929.4,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned long long, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long long>, int *, unsigned long long, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
CCCL:cub::DeviceSelect::Flagged,PushPop,2541164,2538084,42,42,87849,2091.6,1696.0,1216,18882,2658.0,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::device_select_policy_hub<long long, bool, int, (bool)0, (bool)0>::Policy900, at_cuda_detail::cub::CountingInputIterator<long long, long long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long long>, long long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, at_cuda_detail::cub::detail::vsmem_t)"
CCCL:cub::DeviceSelect::Flagged,PushPop,2541164,2538084,42,42,42309,1007.4,864.0,832,6944,938.9,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.reset,PushPop,2541164,2538084,1,2,36932,18466.0,18466.0,17858,19074,859.8,reset_wrench_composer_index_4b6bf2f5_cuda_kernel_forward
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.update,PushPop,2541164,2538084,50,50,170418,3408.4,2784.0,2624,33092,4284.9,get_body_com_acc_from_body_com_vel_ordered_5ec3c72d_cuda_kernel_forward
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.update,PushPop,2541164,2538084,50,50,105834,2116.7,1760.0,1600,19138,2457.0,get_joint_acc_from_joint_vel_2ab71688_cuda_kernel_forward
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,735,2597394,3533.9,2497.0,2432,40228,4443.3,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>)::[lambda(char *, const char *, long long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long long, T3)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,735,1182080,1608.3,1184.0,1152,14593,1943.1,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long) (instance 1)], std::array<char *, (unsigned long long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,588,856523,1456.7,1089.0,1056,9761,1660.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,294,474448,1613.8,1216.0,1152,12386,1848.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,147,418157,2844.6,2145.0,2048,21058,3349.3,update_actuator_state_model_1a46b940_cuda_kernel_forward
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,147,358088,2436.0,1856.0,1664,17922,2974.5,update_targets_acac1b6f_cuda_kernel_forward
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,147,254361,1730.3,1280.0,1248,11937,2056.0,"array_copy_2d_kernel(void *, const void *, wp::vec_t<(unsigned int)2, unsigned long long>, wp::vec_t<(unsigned int)2, unsigned long long>, wp::vec_t<(unsigned int)2, const int *>, wp::vec_t<(unsigned int)2, const int *>, wp::vec_t<(unsigned int)2, unsigned long long>, unsigned long long)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,147,237819,1617.8,1216.0,1184,11041,1920.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_kernel_impl(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, float, float) (instance 1)], std::array<char *, (unsigned long long)4>>(int, T2, T3)"
IsaacLab-Assets:isaaclab_newton.assets.articulation.articulation.Articulation.write_data_to_sim,PushPop,2541164,2538084,49,147,221720,1508.3,1152.0,1088,11073,1692.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,3814,92440378,24237.1,26211.0,1120,50117,14610.1,"void cuBQL::sahBuilder_impl::selectSplits<float, (int)3>(cuBQL::gpuBuilder_impl::BuildState *, cuBQL::sahBuilder_impl::SAHBins<cuBQL::box_t<T1, T2>> *, int, int, cuBQL::gpuBuilder_impl::NodeState *, cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, cuBQL::BuildConfig)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,3814,84383944,22124.8,20130.0,3648,43141,8010.5,"void cuBQL::sahBuilder_impl::binPrims<float, (int)3>(cuBQL::sahBuilder_impl::SAHBins<cuBQL::box_t<T1, T2>> *, int, int, cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, cuBQL::gpuBuilder_impl::PrimState *, const cuBQL::box_t<T1, T2> *, unsigned int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,3814,51710492,13558.1,11841.0,1696,20131,5016.4,"void cuBQL::sahBuilder_impl::clearBins<float, (int)3>(cuBQL::sahBuilder_impl::SAHBins<cuBQL::box_t<T1, T2>> *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,230,14754622,64150.5,63943.0,63623,91306,1919.2,_small_cholesky_solve_block__locals__kernel_2d9776e3_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,8,11876517,1484564.6,6224.5,1536,11830433,4180367.4,"void memtile_kernel_by_value<(unsigned long long)256>(void *, FillValue<T1>, unsigned long long, unsigned long long)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,156,11686425,74913.0,74824.0,55782,92042,9732.4,_compute_body_jac_row_6eb5882a_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,675,9251998,13706.7,12865.0,1184,23107,5433.3,"void cuBQL::sahBuilder_impl::updatePrims<float, (int)3>(cuBQL::gpuBuilder_impl::NodeState *, cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, cuBQL::gpuBuilder_impl::PrimState *, const cuBQL::box_t<T1, T2> *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,230,6622768,28794.6,28755.5,28611,31683,241.2,_tile_cholesky_solve_block__locals__kernel_413936bd_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,136,4965025,36507.5,32468.0,6593,57639,13426.1,"void cuBQL::cuda::refit_run<float, (int)3>(cuBQL::BinaryBVH<T1, T2>, unsigned int *, const cuBQL::box_t<T1, T2> *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,4344887,63895.4,55110.0,8225,95050,24055.7,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceRadixSortSingleTileKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::radix::policy_hub<unsigned long long, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::NullType, unsigned int>::Policy1000, (bool)0, unsigned long long, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::NullType, unsigned int, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::identity_decomposer_t>(const T3 *, T3 *, const T4 *, T4 *, T5, int, int, T6)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,156,3826830,24531.0,24515.0,24323,25091,100.0,_compute_body_A_diag_entry_d84c280f_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,55,3766741,68486.2,896.0,864,2943391,400014.0,"void memtile_value_kernel<int>(T1 *, T1, unsigned long long)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,607,3716433,6122.6,5345.0,1120,9089,2076.8,"void cuBQL::sahBuilder_impl::closeOpenNodes<float, (int)3>(cuBQL::gpuBuilder_impl::BuildState *, cuBQL::gpuBuilder_impl::NodeState *, cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,42,2100580,50013.8,49990.0,49957,50310,77.4,_set_unit_vector_f74e5cf9_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,32,1881900,58809.4,58790.0,58694,59270,123.5,_copy_actuator_moment_4af7079d_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,44,1149347,26121.5,29188.0,12193,29667,6447.4,_crb_accumulate_073a11b8_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,136,881632,6482.6,5761.0,1152,9633,2292.6,"void cuBQL::cuda::refit_init<float, (int)3>(const cuBQL::BinaryBVH<T1, T2>::Node *, unsigned int *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,815161,203790.3,204102.0,199862,207095,3406.1,_kinematics_branch_95f8028e_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,786229,11562.2,10017.0,2081,16514,3799.6,"void cuBQL::sahBuilder_impl::initPrims<float, (int)3>(cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, cuBQL::gpuBuilder_impl::PrimState *, const cuBQL::box_t<T1, T2> *, unsigned int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,781687,11495.4,9793.0,1760,17570,3956.8,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceScanKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::scan::policy_hub<float, float, float, unsigned int, cuda::std::__4::plus<void>>::Policy1000, <unnamed>::cub_strided_iterator<const float>, <unnamed>::cub_strided_iterator<float>, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::ScanTileState<float, (bool)1>, cuda::std::__4::plus<void>, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::NullType, unsigned int, float, (bool)0>(T2, T3, T4, int, T5, T6, T7)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,44,713165,16208.3,16802.0,11201,16962,1623.8,_subtree_com_acc_350f0560_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,71,671717,9460.8,6529.0,5792,33508,7249.1,compute_solid_mesh_inertia_7f9d593c_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,32,543227,16975.8,16962.0,16897,17378,103.8,_compute_actuator_acc0_a0c3fa27_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,523165,7693.6,6993.0,1248,12225,2858.3,"void cuBQL::sahBuilder_impl::writeNodes<float, (int)3>(cuBQL::BinaryBVH<T1, T2>::Node *, cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,482799,7100.0,6352.5,1216,10786,2556.9,"wp::cubql_copy_nodes_to_native(const wp::CubqlNode *, int, wp::BVHPackedNodeHalf *, wp::BVHPackedNodeHalf *, int *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,471352,6931.6,5985.0,1248,10369,2308.2,"wp::compute_mesh_edge_lengths(int, const wp::vec_t<(unsigned int)3, float> *, const int *, float *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,42,459760,10946.7,10929.5,10849,11265,83.0,_extract_dof_A_diag_917a07a1_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,432622,6362.1,5505.0,1152,9217,2115.9,"wp::compute_triangle_bounds(int, const wp::vec_t<(unsigned int)3, float> *, const int *, wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,407277,5989.4,5296.5,1089,8801,2089.1,"void cuBQL::sahBuilder_impl::writePrimsAndLeafOffsets<float, (int)3>(cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *, unsigned int *, cuBQL::gpuBuilder_impl::PrimState *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,377805,5556.0,4832.5,1024,8129,1830.5,"wp::cubql_make_boxes(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, cuBQL::box_t<float, (int)3> *, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,13,371047,28542.1,14018.0,9857,68039,20968.4,"array_copy_1d_kernel(void *, const void *, unsigned long long, unsigned long long, const int *, const int *, unsigned long long, unsigned long long)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,369194,5429.3,4705.0,1024,7713,1767.1,"wp::compute_average_mesh_edge_length(int, float *, wp::Mesh *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,355210,5223.7,4512.0,960,7457,1726.8,"void cuBQL::sahBuilder_impl::initState<float, (int)3>(cuBQL::gpuBuilder_impl::BuildState *, cuBQL::gpuBuilder_impl::NodeState *, cuBQL::sahBuilder_impl::TempNode<cuBQL::box_t<T1, T2>> *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,1,341253,341253.0,341253.0,341253,341253,0.0,eval_articulation_fk_6c60ba16_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,68,324008,4764.8,4097.0,896,7009,1560.7,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceScanInitKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::ScanTileState<float, (bool)1>>(T1, int)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,25,254843,10193.7,10433.0,9025,11426,792.5,repeat_array_kernel_d1be1218_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,73,179538,2459.4,928.0,896,14145,2940.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,2,161394,80697.0,80697.0,76808,84586,5499.9,"void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long long, T2>, T2, T1 *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,156241,39060.3,39508.0,36708,40517,1666.0,_transmission_1c4157e8_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,11,156017,14183.4,14049.0,10817,15874,1340.6,_accumulate_subtreemass_a3369753_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,149936,37484.0,37636.0,36932,37732,370.8,_small_cholesky_factorize_block__locals__kernel_097105ab_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,141999,35499.8,35395.5,34404,36804,1052.6,_M_13671fca_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,133455,33363.8,33555.5,31684,34660,1235.0,_cinert_1261260c_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,131919,32979.8,31795.5,31556,36772,2531.0,_tile_cholesky_factorize_block__locals__kernel_7b151490_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,131533,32883.3,32819.0,32548,33347,336.8,_cdof_3e73eb78_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,12,128047,10670.6,10913.0,9377,11490,751.0,repeat_array_kernel_a2286757_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,11,113259,10296.3,10721.0,9089,11137,873.1,repeat_array_kernel_62aa76ac_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,109388,27347.0,26339.0,26115,30595,2173.6,_geom_local_to_global_e28b714c_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,102571,25642.8,25330.5,24899,27011,936.8,_site_local_to_global_084f92a4_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,95915,23978.8,23843.0,23362,24867,647.4,_compute_body_inertial_frames_d3bdd81a_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,2,93066,46533.0,46533.0,45797,47269,1040.9,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,4,81225,20306.3,20386.0,19843,20610,342.7,_compute_body_matrices_27760750_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,3,77831,25943.7,26114.0,25538,26179,352.8,repeat_array_kernel_110bb2ab_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,10,75495,7549.5,8577.0,1088,8833,2374.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,1,73192,73192.0,73192.0,73192,73192,0.0,update_body_inertia_kernel_f58a19e3_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,1,70248,70248.0,70248.0,70248,70248,0.0,update_geom_properties_kernel_170f7df2_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,64,68744,1074.1,1088.0,1056,1152,18.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,21,65445,3116.4,3200.0,2624,3328,215.6,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>)::[lambda(char *, const char *, long long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long long, T3)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,1,63079,63079.0,63079.0,63079,63079,0.0,"wp::build_hierarchy(int, int *, const int *, const unsigned long long *, int *, const int *, volatile int *, volatile int *, volatile int *, volatile wp::BVHPackedNodeHalf *, volatile wp::BVHPackedNodeHalf *)"
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,3,62856,20952.0,19523.0,15842,27491,5954.5,update_body_properties_kernel_0a57e982_cuda_kernel_forward
IsaacLab-Env:isaaclab.envs.manager_based_env.ManagerBasedEnv.__init__,PushPop,2541164,2538084,1,2,60615,30307.5,30307.5,24355,36260,8418.1,_update_effective_inv_mass_inertia_79ac0336_cuda_kernel_forward
