Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,68744,64,1074.1,1088.0,1056,1152,18.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,68012,29,2345.2,1536.0,1440,13922,3076.5,_write_2d_user_to_backend_with_indices_69eedb69_cuda_kernel_forward
0.0,67848,4,16962.0,16210.0,16002,19426,1654.3,_compute_eq_data0_d31148f7_cuda_kernel_forward
0.0,67590,4,16897.5,16897.0,16738,17058,152.4,_compute_dof_M0_eaae0df3_cuda_kernel_forward
0.0,66823,2,33411.5,33411.5,18594,48229,20955.1,_set_length_range_a26be645_cuda_kernel_forward
0.0,66789,48,1391.4,1152.0,1120,10593,1358.3,fused_mul_add_add
0.0,66152,4,16538.0,16114.0,16034,17890,903.0,_finalize_body_invweight0_64175ec4_cuda_kernel_forward
0.0,64964,60,1082.7,1088.0,1024,1153,33.9,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,63079,1,63079.0,63079.0,63079,63079,0.0,"wp::build_hierarchy(int, int *, const int *, const unsigned long long *, int *, const int *, volatile int *, volatile int *, volatile int *, volatile wp::BVHPackedNodeHalf *, volatile wp::BVHPackedNodeHalf *)"
0.0,61509,4,15377.3,15441.0,14946,15681,311.4,scatter_particles_vec3f_index_757c1548_cuda_kernel_forward
0.0,60615,2,30307.5,30307.5,24355,36260,8418.1,_update_effective_inv_mass_inertia_79ac0336_cuda_kernel_forward
0.0,57765,48,1203.4,992.0,960,10113,1314.0,_zero_constraint_counts_82d999b9_cuda_kernel_forward
0.0,56358,2,28179.0,28179.0,18018,38340,14369.8,_coupling_eval_particle_gravity_acceleration_kernel_2fe145da_cuda_kernel_forward
0.0,55847,8,6980.9,7265.0,5248,8065,1062.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceRadixSortOnesweepKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::radix::policy_hub<unsigned long long, SortPayload<(int)4>, unsigned int>::Policy1000, (bool)0, unsigned long long, SortPayload<(int)4>, unsigned int, int, int, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::identity_decomposer_t>(T7 *, T7 *, T5 *, const T5 *, T3 *, const T3 *, T4 *, const T4 *, T6, int, int, T8)"
0.0,52999,25,2120.0,1825.0,1824,2848,371.4,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, unsigned int, bool, (int)4, (int)4>>(T3)"
0.0,52870,1,52870.0,52870.0,52870,52870,0.0,eval_mujoco_coupling_effective_mass_block_kernel_463f086f_cuda_kernel_forward
0.0,51906,24,2162.8,2176.0,2048,2336,80.0,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::CompareFunctor<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,51750,48,1078.1,928.0,896,7905,1006.8,_comvel_root_15820f35_cuda_kernel_forward
0.0,51044,4,12761.0,12641.0,11969,13793,905.6,repeat_array_kernel_663a0482_cuda_kernel_forward
0.0,50821,48,1058.8,896.0,864,7809,995.5,_solve_init_efc_a1db7ec5_cuda_kernel_forward
0.0,48677,2,24338.5,24338.5,24227,24450,157.7,set_root_com_velocity_to_sim_index_4369c84d_cuda_kernel_forward
0.0,47715,45,1060.3,1056.0,992,1120,37.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
0.0,47522,42,1131.5,1120.0,1088,1216,30.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
0.0,47046,1,47046.0,47046.0,47046,47046,0.0,update_joint_transforms_kernel_573b834d_cuda_kernel_forward
0.0,45284,2,22642.0,22642.0,21282,24002,1923.3,update_axis_properties_kernel_652726ff_cuda_kernel_forward
0.0,45093,1,45093.0,45093.0,45093,45093,0.0,compute_shape_local_bounds_5bec0069_cuda_kernel_forward
0.0,44772,2,22386.0,22386.0,22050,22722,475.2,set_root_link_pose_to_sim_index_da5c542e_cuda_kernel_forward
0.0,44677,1,44677.0,44677.0,44677,44677,0.0,_set_body_inertial_properties_kernel_81b04ed7_cuda_kernel_forward
0.0,44452,2,22226.0,22226.0,21890,22562,475.2,update_jnt_solref_from_invweight0_kernel_937c531f_cuda_kernel_forward
0.0,44167,25,1766.7,1088.0,1056,9473,2286.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,44004,4,11001.0,10993.0,10081,11937,757.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,43624,4,10906.0,10882.0,10818,11042,99.1,_copy_qpos0_to_qpos_32739b15_cuda_kernel_forward
0.0,43236,3,14412.0,14722.0,11713,16801,2558.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,43043,26,1655.5,1056.0,992,8929,2122.9,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,42790,24,1782.9,1776.5,1696,1921,63.0,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<void at::native::compare_scalar_kernel<float>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,42309,42,1007.4,864.0,832,6944,938.9,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
0.0,41990,36,1166.4,1153.0,1088,1376,48.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
0.0,41668,4,10417.0,10385.0,9825,11073,511.0,repeat_array_kernel_e7399df6_cuda_kernel_forward
0.0,41284,1,41284.0,41284.0,41284,41284,0.0,update_solver_options_kernel_1d0ead13_cuda_kernel_forward
0.0,40772,2,20386.0,20386.0,11649,29123,12356.0,_mark_visible_shape_contact_pairs_kernel_db196401_cuda_kernel_forward
0.0,40579,36,1127.2,1120.0,1056,1217,46.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,39076,2,19538.0,19538.0,13729,25347,8215.2,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceScanKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::scan::policy_hub<int, int, int, unsigned int, cuda::std::__4::plus<void>>::Policy1000, <unnamed>::cub_strided_iterator<const int>, <unnamed>::cub_strided_iterator<int>, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::ScanTileState<int, (bool)1>, cuda::std::__4::plus<void>, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::InputValue<int, int *>, unsigned int, int, (bool)0>(T2, T3, T4, int, T5, T6, T7)"
0.0,38564,12,3213.7,3216.5,2848,3424,136.8,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MinOps<float>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,38501,3,12833.7,11554.0,11489,15458,2273.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,36740,2,18370.0,18370.0,3040,33700,21679.9,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)1>>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>)::[lambda(char *, const char *, long long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long long, T3)"
0.0,35331,5,7066.2,6977.0,6912,7265,182.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
0.0,35107,3,11702.3,11809.0,10817,12481,837.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,34787,2,17393.5,17393.5,16865,17922,747.4,compute_bvh_group_roots_a4d4455c_cuda_kernel_forward
0.0,33731,2,16865.5,16865.5,13313,20418,5024.0,_coupling_eval_body_gravity_acceleration_kernel_4a44716e_cuda_kernel_forward
0.0,31043,2,15521.5,15521.5,15298,15745,316.1,write_joint_vel_user_to_backend_with_indices_4fbc79b2_cuda_kernel_forward
0.0,30275,1,30275.0,30275.0,30275,30275,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>)::[lambda(char *, const char *, long long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long long>, c10::ArrayRef<long long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long long, T3)"
0.0,30116,1,30116.0,30116.0,30116,30116,0.0,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,30020,1,30020.0,30020.0,30020,30020,0.0,sync_site_xposes_kernel_bed18226_cuda_kernel_forward
0.0,28771,1,28771.0,28771.0,28771,28771,0.0,update_site_properties_kernel_3f0e8b9f_cuda_kernel_forward
0.0,28578,13,2198.3,1536.0,1504,10145,2388.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long long>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,28131,1,28131.0,28131.0,28131,28131,0.0,update_body_mass_ipos_kernel_e3c0d226_cuda_kernel_forward
0.0,27523,3,9174.3,12865.0,1632,13026,6532.3,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,27171,13,2090.1,1280.0,1248,11746,2901.4,fused_clamp_div
0.0,26241,24,1093.4,1088.0,1056,1120,18.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,25858,1,25858.0,25858.0,25858,25858,0.0,repeat_array_kernel_bc1bc19f_cuda_kernel_forward
0.0,25857,12,2154.8,2144.0,2112,2304,49.8,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,24451,1,24451.0,24451.0,24451,24451,0.0,update_mocap_transforms_kernel_2b59d8c7_cuda_kernel_forward
0.0,24387,24,1016.1,992.5,992,1088,35.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,24227,2,12113.5,12113.5,11873,12354,340.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::clamp_kernel_impl(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,23779,1,23779.0,23779.0,23779,23779,0.0,_zero_body_inverse_dynamics_kernel_3d4a3f89_cuda_kernel_forward
0.0,23651,1,23651.0,23651.0,23651,23651,0.0,update_mimic_eq_data_and_active_kernel_827106ee_cuda_kernel_forward
0.0,22913,21,1091.1,1088.0,1056,1120,17.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
0.0,21827,12,1818.9,1808.5,1760,1953,54.5,compose_target_world_kernel_94db47ab_cuda_kernel_forward
0.0,21603,13,1661.8,1057.0,1056,8673,2106.8,fused_neg_cat
0.0,21506,2,10753.0,10753.0,9313,12193,2036.5,update_model_properties_kernel_aed64d5b_cuda_kernel_forward
0.0,20962,1,20962.0,20962.0,20962,20962,0.0,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,19682,12,1640.2,1632.0,1600,1728,49.3,copy_from_newton_kernel_f6f37562_cuda_kernel_forward
0.0,17922,2,8961.0,8961.0,6593,11329,3348.9,_compact_visible_shape_contact_pairs_kernel_14d52788_cuda_kernel_forward
0.0,17412,12,1451.0,1440.5,1408,1536,47.8,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::AbsFunctor<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,17121,12,1426.8,1408.0,1376,1504,41.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctorOnSelf_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,16258,1,16258.0,16258.0,16258,16258,0.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,15745,12,1312.1,1280.0,1280,1409,47.5,update_outdated_envs_kernel_937ac92b_cuda_kernel_forward
0.0,14434,1,14434.0,14434.0,14434,14434,0.0,update_shape_mappings_kernel_8592a150_cuda_kernel_forward
0.0,13954,12,1162.8,1152.0,1120,1216,34.3,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<long long>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(long long) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,13474,7,1924.9,1056.0,896,7489,2454.6,"void memtile_value_kernel<long long>(T1 *, T1, unsigned long long)"
0.0,13313,1,13313.0,13313.0,13313,13313,0.0,repeat_array_kernel_e4615b4a_cuda_kernel_forward
0.0,13090,6,2181.7,976.0,928,7777,2750.1,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long long>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
0.0,12737,2,6368.5,6368.5,1472,11265,6924.7,_clear_shape_collision_flags_kernel_43c60105_cuda_kernel_forward
0.0,12577,1,12577.0,12577.0,12577,12577,0.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,11938,1,11938.0,11938.0,11938,11938,0.0,sync_worldbody_geom_xposes_kernel_b800af83_cuda_kernel_forward
0.0,11489,1,11489.0,11489.0,11489,11489,0.0,_remap_reference_kernel_4387e606_cuda_kernel_forward
0.0,11267,11,1024.3,1024.0,992,1089,35.2,fused_add_mul_sub_mul_mul_add
0.0,11201,2,5600.5,5600.5,1216,9985,6200.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::FillFunctor<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,10913,1,10913.0,10913.0,10913,10913,0.0,reset_envs_kernel_b0e3ad58_cuda_kernel_forward
0.0,10881,1,10881.0,10881.0,10881,10881,0.0,_init_subtreemass_a34720d1_cuda_kernel_forward
0.0,10401,2,5200.5,5200.5,3840,6561,1924.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceScanInitKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::ScanTileState<int, (bool)1>>(T1, int)"
0.0,9889,1,9889.0,9889.0,9889,9889,0.0,_mark_body_flag_kernel_1194d90b_cuda_kernel_forward
0.0,9889,1,9889.0,9889.0,9889,9889,0.0,_replace_joint_type_kernel_4b8b8e57_cuda_kernel_forward
0.0,8929,1,8929.0,8929.0,8929,8929,0.0,_disable_joints_kernel_eb426f0b_cuda_kernel_forward
0.0,8705,6,1450.8,1472.0,1376,1504,48.3,split_transform_to_quat_2d_dae3b563_cuda_kernel_forward
0.0,7969,1,7969.0,7969.0,7969,7969,0.0,validate_and_correct_inertia_kernel_7044ee8d_cuda_kernel_forward
0.0,7649,2,3824.5,3824.5,3808,3841,23.3,"array_copy_3d_kernel(void *, const void *, wp::vec_t<(unsigned int)3, unsigned long long>, wp::vec_t<(unsigned int)3, unsigned long long>, wp::vec_t<(unsigned int)3, const int *>, wp::vec_t<(unsigned int)3, const int *>, wp::vec_t<(unsigned int)3, unsigned long long>, unsigned long long)"
0.0,7137,1,7137.0,7137.0,7137,7137,0.0,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,6017,2,3008.5,3008.5,2944,3073,91.2,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_fill_internal_kernel<at::native::OpaqueType<(int)8>, long long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, at::native::OpaqueType<(int)8>, long long, long long, long long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,4832,1,4832.0,4832.0,4832,4832,0.0,compute_shape_world_transforms_47e17149_cuda_kernel_forward
0.0,4577,1,4577.0,4577.0,4577,4577,0.0,compute_shape_bvh_bounds_14f038b0_cuda_kernel_forward
0.0,4481,1,4481.0,4481.0,4481,4481,0.0,"wp::build_leaves(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, int, const int *, int *, int *, wp::BVHPackedNodeHalf *, wp::BVHPackedNodeHalf *)"
0.0,4481,3,1493.7,1504.0,1472,1505,18.8,set_model_articulation_mask_per_world_kernel_7b6292eb_cuda_kernel_forward
0.0,4288,1,4288.0,4288.0,4288,4288,0.0,"wp::compute_total_bounds(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *, int)"
0.0,4192,1,4192.0,4192.0,4192,4192,0.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceRadixSortHistogramKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::radix::policy_hub<unsigned long long, SortPayload<(int)4>, unsigned int>::Policy1000, (bool)0, unsigned long long, unsigned int, cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::identity_decomposer_t>(T4 *, const T3 *, T4, int, int, T5)"
0.0,4129,1,4129.0,4129.0,4129,4129,0.0,"wp::mark_packed_leaf_nodes(int, const int *, const int *, const int *, const unsigned long long *, wp::BVHPackedNodeHalf *, wp::BVHPackedNodeHalf *, int)"
0.0,3584,4,896.0,896.0,896,896,0.0,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,3552,1,3552.0,3552.0,3552,3552,0.0,compute_particle_bvh_bounds_af1b7974_cuda_kernel_forward
0.0,3360,1,3360.0,3360.0,3360,3360,0.0,compute_nodal_state_w_c8daa653_cuda_kernel_forward
0.0,3264,2,1632.0,1632.0,1632,1632,0.0,get_root_com_pose_from_root_link_pose_b706d044_cuda_kernel_forward
0.0,3169,1,3169.0,3169.0,3169,3169,0.0,compute_enabled_shapes_70ba08e9_cuda_kernel_forward
0.0,2688,2,1344.0,1344.0,1312,1376,45.3,update_default_joint_values_94439699_cuda_kernel_forward
0.0,2496,1,2496.0,2496.0,2496,2496,0.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long long, at::native::ArgMaxOps<long long>, unsigned int, long long, (int)4, (int)4>>(T3)"
0.0,2464,1,2464.0,2464.0,2464,2464,0.0,"void at::native::<unnamed>::write_indices<long long>(long long *, at::native::<unnamed>::TensorDims<T1>, int, T1, long long *, long long)"
0.0,2016,2,1008.0,1008.0,992,1024,22.6,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,1920,2,960.0,960.0,896,1024,90.5,"wp::memset_kernel(int *, int, unsigned long long)"
0.0,1857,1,1857.0,1857.0,1857,1857,0.0,"wp::compute_morton_codes(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, int, const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, int *, unsigned long long *, const int *)"
0.0,1856,1,1856.0,1856.0,1856,1856,0.0,get_body_com_pose_from_body_link_pose_5940b76d_cuda_kernel_forward
0.0,1568,1,1568.0,1568.0,1568,1568,0.0,concat_joint_pos_limits_lower_and_upper_47a833bf_cuda_kernel_forward
0.0,1536,1,1536.0,1536.0,1536,1536,0.0,_zero_particle_mass_kernel_f35baa97_cuda_kernel_forward
0.0,1536,1,1536.0,1536.0,1536,1536,0.0,set_kinematic_flags_to_one_fd455eb1_cuda_kernel_forward
0.0,1408,1,1408.0,1408.0,1408,1408,0.0,_clear_particle_flag_kernel_cf97181a_cuda_kernel_forward
0.0,1248,1,1248.0,1248.0,1248,1248,0.0,update_soft_joint_pos_limits_ca01ff7f_cuda_kernel_forward
0.0,1248,1,1248.0,1248.0,1248,1248,0.0,"wp::compute_key_deltas(const unsigned long long *, int *, int)"
0.0,1216,1,1216.0,1216.0,1216,1216,0.0,"void cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::DeviceRadixSortExclusiveSumKernel<cub::CUB_200802_SM_520_600_610_700_750_800_860_890_900_1000_1200_1210::detail::radix::policy_hub<unsigned long long, SortPayload<(int)4>, unsigned int>::Policy1000, unsigned int>(T2 *)"
0.0,1089,1,1089.0,1089.0,1089,1089,0.0,"wp::compute_total_inv_edges(const wp::vec_t<(unsigned int)3, float> *, const wp::vec_t<(unsigned int)3, float> *, wp::vec_t<(unsigned int)3, float> *)"
